파일명,라벨1,확률1(%),라벨2,확률2(%),라벨3,확률3(%)
미술관_대구간송미술관_1996.jpg,An image of a modern pharmacy counter with digital displays.,61.63,A photo of a pharmacist arranging medicine boxes on shelves.,18.14,An image of shelves stocked with various pharmacy products.,4.79
미술관_대구간송미술관_1997.jpg,An image of scaffolding surrounding an unfinished structure.,34.71,An image of workers assembling a building framework.,21.86,an image of a campus courtyard with students relaxing,16.88
미술관_대구미술관_1992.jpg,A photo of a museum indoor area with contemporary art pieces.,50.95,An image of a museum indoor space featuring historical displays.,17.98,A photo of a museum indoor gallery filled with paintings.,7.6
미술관_대구미술관_1993.jpg,A photo of art school sketchbooks filled with creative ideas.,70.93,A photo of an art studio with unfinished paintings on display.,14.75,A photo of art school walls adorned with student artwork.,6.84
미술관_대구미술관_1994.jpg,an image of art gallery featuring classic and contemporary artworks,42.81,a photo of art gallery with spotlights on vibrant portraits,27.89,an image of art gallery walls lined with colorful canvases,10.2
미술관_대림미술관_188.jpg,an image of art gallery featuring classic and contemporary artworks,42.32,a photo of art gallery with spotlights on vibrant portraits,15.94,An image of an artist's loft showcasing vibrant artwork on walls.,13.23
미술관_대림미술관_189.jpg,An image of a child's room featuring bright wall art.,88.71,a photo of a playroom filled with art supplies and drawings,4.45,a photo of a vibrant playroom featuring a toy train set,1.53
미술관_더리미미술관_1144.jpg,A photo of a cozy restaurant interior with dim lighting.,44.46,An image of a cozy restaurant patio under string lights.,14.51,A photo of an empty restaurant patio with elegant decor.,9.15
미술관_더리미미술관_1145.jpg,a photo of art gallery visitors admiring abstract paintings,88.51,a photo of art gallery with spotlights on vibrant portraits,6.23,an image of art gallery featuring classic and contemporary artworks,4.14
미술관_디뮤지엄_181.jpg,A photo of a vibrant discotheque with colorful lights.,61.94,An image of a crowded discotheque with pulsating beats.,21.97,A photo of a discotheque dance floor filled with energy.,7.63
미술관_랄프깁슨 사진미술관_1629.jpg,An image of sleek elevator doors in a modern building.,68.36,An image of elevator doors with a minimalist design in an office.,12.64,A photo of shiny elevator doors reflecting soft hallway lights.,7.37
미술관_리움미술관_150.jpg,a photo of a basement with exposed pipes and beams,43.07,a photo of a cozy basement with a small seating area,26.61,an image of an unfinished basement with concrete floors,13.38
미술관_리움미술관_152.jpg,"An image of a narrow catacomb passageway, dimly lit.",24.76,a photo of a dimly lit jail cell interior,23.19,A photo of silent catacombs with intricate stone carvings.,15.62
미술관_뮤지엄원_1615.jpg,An image of interactive displays at a science museum.,57.0,An image of a television studio with multiple monitors.,16.22,A photo of a futuristic exhibit in a science museum.,11.32
미술관_뮤지엄원_1616.jpg,An image of a pristine clean room featuring advanced machinery.,44.75,A photo of a meticulously maintained clean room environment.,20.53,A photo of a spotless clean room with bright lights.,12.28
미술관_미메시스아트뮤지엄_679.jpg,an image of art gallery walls lined with colorful canvases,34.95,A photo of a museum indoor gallery filled with paintings.,24.68,A photo of a museum indoor area with contemporary art pieces.,16.23
미술관_부산시립미술관 (휴관중)_1605.jpg,a photo of art gallery showcasing modern sculpture pieces,71.05,a photo of art gallery with spotlights on vibrant portraits,9.44,a photo of luxurious earrings arranged in a jewelry shop,8.07
미술관_부산시립미술관 이우환공간_1623.jpg,An image of a sleek office building with a minimalist design.,44.05,an image of a campus building under a clear blue sky,18.33,A photo of a bustling office building in the city center.,9.31
미술관_부산시립미술관 이우환공간_1624.jpg,an image of a minimalist zen garden with gravel patterns,32.57,an image of a tranquil zen garden featuring stone lanterns,31.55,a photo of a meditative zen garden surrounded by bamboo,18.32
미술관_부산시립미술관 이우환공간_1625.jpg,An image of melting ice floes under a clear blue sky.,68.08,A photo of scattered ice floes in a polar sea.,10.13,An image of ice floe patterns against a sunset sky.,8.82
미술관_부산현대미술관_1611.jpg,An image of a well-organized bookstore displaying bestsellers.,78.8,An image of neatly organized drugstore health products.,6.72,"A photo of a bright, organized pharmacy interior.",4.64
미술관_부산현대미술관_1612.jpg,an image of an open-air library surrounded by greenery,65.25,a photo of meticulously crafted topiary garden designs,8.99,an image of topiary garden showcasing creative plant sculptures,8.5
미술관_부평아트센터 꽃누리갤러리_1153.jpg,A photo of a pharmacist arranging medicine boxes on shelves.,64.31,A photo of a bright drugstore with various skincare items.,22.49,A photo of a drugstore checkout counter with items.,3.68
미술관_서면미술관_1617.jpg,an image of colorful spotlights on an indoor stage,49.66,A photo of a vibrant discotheque with colorful lights.,33.82,An image of a crowded discotheque with pulsating beats.,10.8
미술관_서면미술관_1618.jpg,a photo of beauty salon chairs and mirrors,57.91,an image of a cozy beauty salon waiting area,17.4,a photo of a serene nursery with soft lighting and crib,10.84
미술관_서울시립 북서울미술관_179.jpg,an image of a finish line at the racecourse,71.17,An image of a museum indoor space featuring historical displays.,11.37,an image of elegant rings showcased in a jewelry shop,4.43
미술관_서울시립 북서울미술관_180.jpg,A photo of art school students painting on easels.,28.92,a photo of art gallery showcasing modern sculpture pieces,27.72,An image of an art studio showcasing various sculptures.,12.55
미술관_서울시립 사진미술관_193.jpg,A photo of a museum with striking modern architecture.,91.24,an image of an open-air library surrounded by greenery,3.81,a photo of an inviting library in a park setting,0.95
미술관_서울시립 사진미술관_194.jpg,A photo of a well-lit conference center auditorium.,38.94,an image of wheat swaying in the gentle breeze,25.26,An image of a conference center with a grand entrance.,10.83
미술관_서울시립 사진미술관_195.jpg,a photo of art gallery with spotlights on vibrant portraits,59.49,an image of art gallery featuring classic and contemporary artworks,32.7,a photo of art gallery showcasing modern sculpture pieces,6.61
미술관_서울시립미술관 서소문본관_159.jpg,an image of a campus building under a clear blue sky,50.56,an image of a campus courtyard with students relaxing,41.3,a photo of a campus library surrounded by greenery,2.57
미술관_서울시립미술관 서소문본관_160.jpg,a photo of art gallery visitors admiring abstract paintings,48.02,an image of art gallery featuring classic and contemporary artworks,35.07,an image of art gallery walls lined with colorful canvases,5.39
미술관_서울시립미술관 서소문본관_161.jpg,a photo of art gallery visitors admiring abstract paintings,48.02,an image of art gallery featuring classic and contemporary artworks,35.07,an image of art gallery walls lined with colorful canvases,5.39
미술관_서울시립미술관 서소문본관_162.jpg,a photo of a veterinarian examining a calm dog,55.93,A photo of a well-lit conference center auditorium.,12.98,An image of a conference center with a grand entrance.,5.14
미술관_석모도갤러리_1168.jpg,a photo of a delicatessen with assorted cured meats,22.04,A photo of sushi bar with colorful rolls displayed.,19.5,an image of a delicatessen featuring gourmet cheeses,15.18
미술관_석파정 서울미술관_169.jpg,An image of a spacious recreation room with comfy seating.,70.02,An image of a modern recreation room featuring a large TV.,8.93,An image of a television studio with multiple monitors.,7.2
미술관_석파정 서울미술관_170.jpg,a photo of whimsical shapes in a topiary garden,64.33,an image of art gallery featuring classic and contemporary artworks,10.94,a photo of meticulously crafted topiary garden designs,9.74
미술관_석파정 서울미술관_171.jpg,a photo of art gallery showcasing modern sculpture pieces,63.61,an image of art gallery featuring classic and contemporary artworks,21.4,a photo of a secure bank vault door ajar,4.22
미술관_성남큐브미술관_701.jpg,An image of a clear blue sky at midday.,67.38,A photo of a colorful dawn breaking across the sky.,6.92,A photo of sunlight illuminating a massive ice shelf.,3.7
미술관_송암미술관_1135.jpg,A photo of a museum indoor exhibit with ancient artifacts.,57.04,An image of a museum indoor hall showcasing sculptures.,29.62,A photo of a museum indoor area with contemporary art pieces.,6.16
미술관_송암미술관_1136.jpg,a photo of a campus fountain near academic buildings,36.68,An image of an outdoor museum showcasing historical artifacts.,17.76,an image of a plaza with fountains and benches,12.98
미술관_수원시립미술관_674.jpg,A photo of a retro motel with a flickering vacancy sign.,34.9,A photo of a peaceful boardwalk by the sea.,30.0,An image of a roadside motel with neon lights.,12.44
미술관_수원시립미술관_675.jpg,A photo of food stalls at an amusement park.,32.93,An image of a kindergarten classroom filled with playful decorations.,31.48,A photo of colorful rides in an amusement park.,9.36
미술관_수원시립미술관_676.jpg,a photo of art gallery showcasing modern sculpture pieces,67.53,an image of art gallery featuring classic and contemporary artworks,16.45,A photo of a museum indoor exhibit with ancient artifacts.,7.34
미술관_스페인마을 갤러리_1151.jpg,A photo of a cozy rooftop garden space.,44.06,A photo of a tranquil rooftop garden setting.,21.77,An image of a vibrant urban roof garden.,11.71
미술관_아모레퍼시픽미술관_175.jpg,An image of organized shelves in an archive.,77.15,A photo of shelves filled with assorted storage items.,4.95,A photo of a server room with glowing lights.,4.25
미술관_아트KMJ갤러리_1170.jpg,An image of melting ice floes under a clear blue sky.,33.6,A photo of ice floes drifting on a calm ocean.,10.46,A photo of scattered ice floes in a polar sea.,9.41
미술관_양주시립장욱진미술관_680.jpg,an image of a rope bridge swaying in the wind,24.41,An image of a fire escape zigzagging down an old structure.,20.02,a photo of a rope bridge over a lush valley,13.06
미술관_양주시립장욱진미술관_681.jpg,A photo of a bridge under a clear blue sky.,39.41,a photo of a rope bridge spanning a flowing river,24.86,A photo of a bridge spanning a wide river.,10.8
미술관_양주시립장욱진미술관_682.jpg,a photo of an inviting library in a park setting,24.93,an image of an open-air library surrounded by greenery,20.81,a photo of an outdoor stage with large speakers and lights,11.14
미술관_양평군립미술관_693.jpg,An image of a museum indoor space featuring historical displays.,34.1,an image of a cozy clothing store interior,33.1,A photo of a museum indoor exhibit with ancient artifacts.,8.77
미술관_양평군립미술관_694.jpg,an image of art gallery featuring classic and contemporary artworks,29.76,an image of art gallery walls lined with colorful canvases,19.8,a photo of art gallery showcasing modern sculpture pieces,18.57
미술관_양평군립미술관_695.jpg,an image of art gallery walls lined with colorful canvases,46.08,A photo of an art studio with unfinished paintings on display.,14.96,an image of art gallery featuring classic and contemporary artworks,11.64
미술관_예술의전당 한가람미술관_164.jpg,A photo of a conference center with large meeting rooms.,18.92,An image of a legislative chamber with rows of wooden desks.,18.16,An image of a conference center with a grand entrance.,17.08
미술관_예술의전당 한가람미술관_165.jpg,A photo of a conference center with large meeting rooms.,27.77,An image of a conference center with a grand entrance.,22.82,an image of a sleek indoor booth with lighting,11.84
미술관_오산시립미술관_708.jpg,a photo of hotel outdoor entrance with elegant decor,82.48,an image of a large hangar with open doors,5.45,An image of a cozy café shopfront with inviting outdoor seating.,5.0
미술관_오산시립미술관_710.jpg,An image of a modern garage entrance in a driveway.,34.17,A photo of a spacious outdoor garage with open doors.,28.74,An image of a sterile clean room with high-tech equipment.,9.09
미술관_우현문갤러리_1161.jpg,A photo of a television studio with bright stage lights.,42.07,An image of a television studio set with cameras ready.,20.71,a photo of a basement with exposed pipes and beams,9.01
미술관_우현문갤러리_1162.jpg,an image of art gallery walls lined with colorful canvases,41.62,an image of art gallery featuring classic and contemporary artworks,28.9,A photo of an art studio with unfinished paintings on display.,10.89
미술관_우현문갤러리_1163.jpg,A photo of an art studio with unfinished paintings on display.,39.34,an image of art gallery featuring classic and contemporary artworks,31.1,an image of art gallery walls lined with colorful canvases,10.71
미술관_유리섬_686.jpg,an image of a playroom corner with plush animals and puzzles,70.23,An image of an art studio showcasing various sculptures.,10.7,a photo of art gallery showcasing modern sculpture pieces,6.99
미술관_유리섬_687.jpg,a photo of an indoor booth with vibrant decor,35.96,a photo of an indoor booth in a modern setting,28.7,A photo of a colorful ticket booth at a fairground.,8.98
미술관_유리섬_688.jpg,An image of an alcove with elegant wooden shelves.,50.07,"An image of skiers descending a steep, icy ski slope.",28.25,A photo of skiers gliding down a snowy ski slope.,10.24
미술관_전원미술관_1173.jpg,an image of a quaint cottage nestled in lush greenery,21.86,An image of terraced rice paddies with vibrant greenery.,20.6,a photo of a charming countryside cottage surrounded by trees,20.34
미술관_전원미술관_1174.jpg,A photo of a traditional chalet with a scenic backdrop.,17.08,a photo of a spacious house with a garden patio,16.07,An image of a wooden chalet surrounded by pine trees.,10.53
미술관_전원미술관_1175.jpg,A photo of a charming general store with a wooden facade.,75.22,A photo of a busy general store with a welcoming entrance.,16.44,An image of a rustic general store surrounded by trees.,3.17
미술관_정서진아트큐브_1155.jpg,a photo of art gallery with spotlights on vibrant portraits,46.37,An image of vibrant cloth rolls lining a store aisle.,29.27,an image of art gallery featuring classic and contemporary artworks,8.31
미술관_정서진아트큐브_1156.jpg,A photo of a rustic chalet with a stone chimney.,47.76,An image of a charming chalet nestled in the forest.,25.13,An image of a wooden chalet surrounded by pine trees.,9.38
미술관_참살이미술관_1146.jpg,An image of a nursing home resident reading a book.,67.26,A photo of dusty documents in an archive.,15.94,A photo of a nursing home staff assisting a resident.,5.14
미술관_참살이미술관_1147.jpg,an image of art gallery featuring classic and contemporary artworks,53.86,An image of a spacious lobby with modern furnishings.,12.44,an image of art gallery walls lined with colorful canvases,11.79
미술관_참살이미술관_1148.jpg,A photo of a pharmacist arranging medicine boxes on shelves.,61.56,An image of a modern pharmacy counter with digital displays.,17.38,An image of shelves stocked with various pharmacy products.,7.57
미술관_채플갤러리_1137.jpg,A photo of a minimalist conference room with large windows.,32.48,an image of an office space with large windows and plants,20.49,A photo of a modern conference room setup.,13.31
미술관_채플갤러리_1138.jpg,An image of an artist's loft showcasing vibrant artwork on walls.,43.49,A photo of a museum indoor area with contemporary art pieces.,21.12,an image of art gallery walls lined with colorful canvases,14.65
미술관_채플갤러리_1139.jpg,an image of art gallery featuring classic and contemporary artworks,39.97,a photo of art gallery with spotlights on vibrant portraits,21.94,an image of art gallery walls lined with colorful canvases,17.02
미술관_포레리움_704.jpg,an image of a campus building under a clear blue sky,93.19,a photo of a campus library surrounded by greenery,2.09,A photo of industrial area with factories and storage tanks.,1.23
미술관_한두뼘12갤러리_1176.jpg,a photo of a charming bakery shop with a pastry counter,64.19,a photo of a cozy bakery shop with fresh pastries,27.31,an image of fast food trays on a counter,3.78
미술관_한새갤러리_1646.jpg,a photo of a dimly lit alley at dusk,81.9,a photo of an alley filled with colorful hanging lights,7.33,an image of a quiet alley lined with brick walls,3.79
미술관_호암미술관_668.jpg,An image of a white gazebo exterior in a sunny park.,25.06,A photo of a peaceful temple courtyard in Asia.,24.04,An image of a traditional pavilion with intricate designs.,18.06
미술관_호암미술관_669.jpg,A photo of a peaceful pavilion in a garden.,31.95,A photo of a serene temple surrounded by lush greenery.,19.28,A photo of a wooden pavilion overlooking a serene pond.,13.39
미술관_호암미술관_670.jpg,an image of exotic plants in a botanical garden setting,28.54,an image of lush greenery in a botanical garden,14.93,a photo of vibrant flowers in a botanical garden,14.88
박물관_강화역사박물관_1190.jpg,An image of a museum indoor space featuring historical displays.,33.85,An image of fossils displayed in a natural history museum.,31.73,A photo of a museum indoor exhibit with ancient artifacts.,14.22
박물관_강화역사박물관_1191.jpg,an image of a large hangar with open doors,55.65,a photo of an outdoor hangar under a clear sky,25.54,A photo of a museum with striking modern architecture.,9.78
박물관_강화자연사박물관_1199.jpg,A photo of a cluttered storage room with boxes.,33.27,An image of a modern pharmacy counter with digital displays.,16.49,"A photo of a bright, organized pharmacy interior.",12.52
박물관_강화자연사박물관_1200.jpg,an image of art gallery walls lined with colorful canvases,28.46,An image of interactive displays at a science museum.,25.75,An image of a museum indoor space featuring historical displays.,13.95
박물관_강화전쟁박물관_1210.jpg,An image of interactive displays at a science museum.,80.28,An image of fossils displayed in a natural history museum.,7.83,An image of ancient artifacts in a natural history museum.,5.05
박물관_강화전쟁박물관_1212.jpg,A photo of an elegant mansion with towering columns.,45.87,An image of a modern mansion featuring large glass windows.,16.65,A photo of a luxurious mansion with grand architecture.,14.69
박물관_검단선사박물관_1207.jpg,A photo of mineral exhibits at a natural history museum.,49.13,An image of ancient artifacts in a natural history museum.,23.43,an image of elegant rings showcased in a jewelry shop,7.76
박물관_검단선사박물관_1208.jpg,A photo of a bright drugstore with various skincare items.,38.11,An image of a tidy child's room with a small bed.,17.27,A photo of a drugstore checkout counter with items.,9.88
박물관_검단선사박물관_1209.jpg,a photo of a child’s sandbox filled with sand and shovels,45.94,a photo of a wooden sandbox in a sunny garden,32.91,a photo of a sandbox with colorful toys scattered around,17.56
박물관_경기도어린이박물관_723.jpg,An image of colorful drugstore shelves filled with products.,25.77,An image of tokens scattered on an arcade counter.,19.87,a photo of an indoor booth in a modern setting,13.24
박물관_경기도어린이박물관_724.jpg,a photo of a lecture room featuring a projector screen,34.35,an image of a lecture room with a large whiteboard,28.7,a photo of an empty office meeting room with chairs,8.9
박물관_경기도어린이박물관_725.jpg,An image of a kindergarten classroom filled with playful decorations.,69.47,An image of a kindergarten classroom with children’s drawings on display.,15.32,an image of a nursery filled with colorful toys,4.55
박물관_경기북부어린이박물관_747.jpg,A photo of a museum with striking modern architecture.,57.48,a photo of hotel outdoor entrance with elegant decor,9.06,A photo of a hospital exterior with ambulances parked.,7.38
박물관_경기북부어린이박물관_748.jpg,An image of a kindergarten classroom filled with playful decorations.,75.83,An image of a kindergarten classroom with children’s drawings on display.,16.86,a photo of a colorful playroom with scattered toys,3.98
박물관_경기북부어린이박물관_749.jpg,A photo of travelers queuing at an airport terminal check-in desk.,29.65,A photo of a spacious entrance hall with marble floors.,24.68,an image of a cozy indoor booth with cushions,11.21
박물관_계양산성박물관_1213.jpg,An image of ancient artifacts in a natural history museum.,32.45,An image of fossils displayed in a natural history museum.,25.98,A photo of mineral exhibits at a natural history museum.,19.12
박물관_계양산성박물관_1214.jpg,A photo of a bright drugstore with various skincare items.,48.45,A photo of a drugstore checkout counter with items.,18.39,A photo of a pharmacist arranging medicine boxes on shelves.,7.15
박물관_고양어린이박물관_730.jpg,An image of interactive displays at a science museum.,69.38,An image of an aquarium showcasing tropical marine life.,9.53,A photo of a futuristic exhibit in a science museum.,8.94
박물관_고양어린이박물관_731.jpg,An image of an aquarium showcasing tropical marine life.,57.78,An image of a serene canal surrounded by lush greenery.,10.16,A photo of a winding natural canal through dense forest.,6.24
박물관_국립고궁박물관_208.jpg,A photo of a museum indoor exhibit with ancient artifacts.,41.09,An image of a museum indoor hall showcasing sculptures.,13.82,An image of a museum indoor space featuring historical displays.,13.76
박물관_국립고궁박물관_209.jpg,An image of closed elevator doors with a digital floor display.,29.69,an image of a spacious locker room with wooden benches,17.98,a photo of a barred jail cell door slightly ajar,11.54
박물관_국립농업박물관_741.jpg,a photo of jockeys competing on a grassy racecourse,27.41,an image of a bustling racecourse with spectators,21.07,An image of expansive rice paddies surrounded by hills.,17.64
박물관_국립농업박물관_742.jpg,A photo of a tranquil rooftop garden setting.,41.66,An image of a vibrant urban roof garden.,34.8,a photo of a campus library surrounded by greenery,7.74
박물관_국립농업박물관_743.jpg,An image of a grand atrium with public seating areas.,57.95,An image of a spacious public atrium with skylights.,13.16,an image of a stone courtyard surrounded by lush greenery,6.49
박물관_국립민속박물관 본관_206.jpg,An image of a modern pharmacy counter with digital displays.,49.05,A photo of a bright drugstore with various skincare items.,13.35,An image of shelves stocked with various pharmacy products.,9.45
박물관_국립세계문자박물관_1192.jpg,A photo of a bright drugstore with various skincare items.,20.45,An image of shelves stocked with various pharmacy products.,15.13,A photo of a pharmacy aisle filled with healthcare items.,12.43
박물관_국립세계문자박물관_1193.jpg,An image of sculptures displayed in a museum's outdoor area.,33.1,A photo of a museum with striking modern architecture.,19.41,A photo of a skyscraper touching the clear blue sky.,13.05
박물관_국립세계문자박물관_1194.jpg,a photo of a spacious plaza surrounded by tall buildings,83.62,A photo of a skyscraper standing tall amidst other buildings.,6.62,An image of a modern skyscraper with geometric designs.,4.71
박물관_국립인천해양박물관_1186.jpg,An image of a child's room featuring bright wall art.,41.39,An image of a kindergarten classroom filled with playful decorations.,33.01,an image of a bright nursery with playful animal prints,9.3
박물관_국립인천해양박물관_1188.jpg,An image of a conference center with a grand entrance.,30.4,A photo of a modern conference center with glass walls.,19.38,a photo of a clean hospital room with white walls,11.89
박물관_국립중앙박물관_199.jpg,An image of a burial chamber illuminated by soft light.,22.37,A photo of a peaceful temple courtyard in Asia.,18.1,An image of a museum indoor hall showcasing sculptures.,14.31
박물관_국립중앙박물관_201.jpg,an image of art gallery featuring classic and contemporary artworks,38.96,a photo of art gallery visitors admiring abstract paintings,7.85,An image of a museum indoor hall showcasing sculptures.,7.33
박물관_국립항공박물관_223.jpg,An image of passengers seated in an airplane cabin.,43.09,A photo of a spacious airplane cabin interior.,14.67,An image of overhead compartments in an airplane cabin.,13.33
박물관_국립항공박물관_224.jpg,A photo of a museum indoor exhibit with ancient artifacts.,39.86,An image of a museum indoor hall showcasing sculptures.,22.23,a photo of a dramatic play on an indoor stage,14.52
박물관_국립해양박물관_1668.jpg,A photo of a museum with striking modern architecture.,64.27,an image of an open-air library surrounded by greenery,17.05,an image of a large hangar with open doors,10.91
박물관_국립해양박물관_1669.jpg,A photo of a large aquarium filled with diverse fish.,54.74,A photo of colorful fish swimming in an aquarium.,21.36,An image of an aquarium showcasing tropical marine life.,14.52
박물관_국립해양박물관_1670.jpg,An image of a museum indoor space featuring historical displays.,32.25,a photo of art gallery showcasing modern sculpture pieces,24.48,An image of a museum indoor hall showcasing sculptures.,17.98
박물관_대한민국역사박물관_202.jpg,a photo of an indoor booth in a modern setting,32.48,a photo of an indoor booth with vibrant decor,12.48,an image of a sleek indoor booth with lighting,11.66
박물관_대한민국역사박물관_204.jpg,an image of art gallery featuring classic and contemporary artworks,45.58,A photo of an art studio with unfinished paintings on display.,15.43,An image of a museum indoor space featuring historical displays.,10.52
박물관_부산영화체험박물관_1662.jpg,an image of a bustling hardware store aisle,29.14,An image of a modern pharmacy counter with digital displays.,28.04,A photo of a bright drugstore with various skincare items.,11.68
박물관_부산영화체험박물관_1663.jpg,an image of a bustling hardware store aisle,32.86,An image of a modern pharmacy counter with digital displays.,29.89,A photo of a bright drugstore with various skincare items.,7.67
박물관_부산영화체험박물관_1664.jpg,a photo of a large screen in a movie theater,25.51,a photo of a large screen in a home theater,22.89,an image of a cozy home theater room,18.38
박물관_부산장난감박물관_1656.jpg,a photo of a colorful display in a gift shop,68.91,A photo of a colorful display in a toy shop.,17.88,A photo of shelves stocked with dolls in a toy shop.,8.09
박물관_부산커피박물관_1672.jpg,an image of a barista preparing drinks in a coffee shop,45.45,An image of a vintage-style ice cream parlor counter.,22.92,An image of a bustling ice cream parlor interior.,8.91
박물관_부산커피박물관_1673.jpg,A photo of vintage scientific instruments in a science museum.,88.26,A photo of a museum indoor exhibit with ancient artifacts.,4.28,an image of a cluttered repair shop workbench,1.85
박물관_부평역사박물관_1180.jpg,An image of a sleek office building with a minimalist design.,40.14,A photo of a bustling office building in the city center.,38.19,An image of a multi-level outdoor parking garage.,12.97
박물관_부평역사박물관_1181.jpg,a photo of a pagoda with intricate roof designs,35.91,an image of a traditional pagoda in the mist,23.54,A photo of a peaceful temple courtyard in Asia.,11.84
박물관_삼성화재 모빌리티뮤지엄_714.jpg,An image of an indoor garage with overhead lights.,33.7,An image of interactive displays at a science museum.,24.21,A photo of a futuristic exhibit in a science museum.,10.93
박물관_서대문자연사박물관_214.jpg,A photo of a whale model in a natural history museum.,71.03,An image of fossils displayed in a natural history museum.,18.55,A photo of a dinosaur skeleton in a science museum.,3.11
박물관_서대문자연사박물관_216.jpg,An image of an outdoor museum showcasing historical artifacts.,30.24,An image of sculptures displayed in a museum's outdoor area.,22.25,A photo of dinosaur skeletons in a natural history museum.,21.42
박물관_서소문성지역사박물관_211.jpg,an image of a church tower reaching into the clouds,21.87,an image of a stone church surrounded by trees,21.71,a photo of a grand palace surrounded by gardens,19.69
박물관_서소문성지역사박물관_212.jpg,An image of a candy store showcasing assorted gummy candies.,33.91,An image of a candy store filled with sweet treats.,26.96,an image of art gallery featuring classic and contemporary artworks,17.82
박물관_서울공예박물관_235.jpg,an image of a campus building under a clear blue sky,96.41,an image of a campus courtyard with students relaxing,2.03,a photo of a campus library surrounded by greenery,1.4
박물관_서울공예박물관_236.jpg,An image of ancient artifacts in a natural history museum.,36.45,A photo of mineral exhibits at a natural history museum.,30.49,An image of interactive displays at a science museum.,14.79
박물관_서울공예박물관_237.jpg,a photo of palm trees swaying on a sunny beach,58.6,An image of a rustic beach house with palm trees.,14.31,A photo of a modern beach house by the shore.,13.01
박물관_서울생활사박물관_226.jpg,a photo of a colorful playroom with scattered toys,14.95,a photo of a playroom filled with art supplies and drawings,14.94,An image of a kindergarten classroom with children’s drawings on display.,13.76
박물관_서울생활사박물관_227.jpg,An image of a kindergarten classroom filled with playful decorations.,82.23,a photo of a colorful playroom with scattered toys,3.34,A photo of a child's room filled with playful decor.,2.9
박물관_서울생활사박물관_228.jpg,an image of a playroom corner with plush animals and puzzles,59.12,a photo of a colorful playroom with scattered toys,14.92,an image of a bakery shop with assorted cookies on shelves,8.33
박물관_서울역사박물관_197.jpg,a photo of a historic palace with ornate stone carvings,33.27,a photo of a grand palace surrounded by gardens,27.88,a photo of a palace courtyard with elegant arched windows,16.4
박물관_서울역사박물관_198.jpg,A photo of a legislative chamber featuring a large central podium.,44.34,A photo of a grand legislative chamber with ornate decor.,19.89,An image of a legislative chamber filled with empty seats.,10.2
박물관_송파책박물관_239.jpg,"A photo of a bright, organized pharmacy interior.",89.17,An image of shelves stocked with various pharmacy products.,3.53,An image of colorful drugstore shelves filled with products.,2.03
박물관_송파책박물관_240.jpg,an image of a modern library with cozy reading nooks,56.55,a photo of a quiet library with wooden bookshelves,29.74,a photo of a library with a grand spiral staircase,10.24
박물관_수원광교박물관_751.jpg,a photo of art gallery showcasing modern sculpture pieces,61.16,an image of art gallery walls lined with colorful canvases,11.8,an image of art gallery featuring classic and contemporary artworks,10.86
박물관_수원박물관_753.jpg,A photo of a phone booth beside a brick building.,44.35,A photo of a modern ticket booth with digital screens.,25.02,A photo of industrial area with towering chimneys.,8.48
박물관_수원박물관_754.jpg,A photo of a skyscraper touching the clear blue sky.,34.73,A photo of a skyscraper standing tall amidst other buildings.,23.22,A photo of skyscrapers towering over downtown traffic.,17.08
박물관_수원박물관_755.jpg,An image of a burial chamber featuring historical relics and artifacts.,35.72,An image of a museum indoor space featuring historical displays.,23.56,A photo of a burial chamber with timeworn engravings and artifacts.,15.66
박물관_수원화성박물관_733.jpg,a photo of an empty office meeting room with chairs,24.1,An image of a conference center with a grand entrance.,19.3,a photo of a vet clinic with medical equipment,9.46
박물관_수원화성박물관_734.jpg,A photo of a bustling office building in the city center.,21.83,An image of a sleek office building with a minimalist design.,19.23,a photo of a vet clinic with medical equipment,18.13
박물관_여주곤충박물관_744.jpg,a photo of a playroom filled with art supplies and drawings,33.45,An image of a vibrant toy shop filled with games.,17.45,an image of a tidy playroom with books and blocks,14.72
박물관_영종역사관_1204.jpg,An image of vibrant aquariums in a pet shop.,28.16,"A photo of a bright, organized pharmacy interior.",23.34,A photo of pets exploring a colorful shop display.,19.42
박물관_영종역사관_1206.jpg,An image of an airfield with parked planes.,56.49,An image of an airfield with various aircraft.,17.48,A photo of an airfield with a control tower.,11.38
박물관_인천광역시립박물관_1177.jpg,a photo of luxurious earrings arranged in a jewelry shop,62.31,an image of elegant rings showcased in a jewelry shop,25.43,a photo of sparkling necklaces in a jewelry shop display,4.25
박물관_인천광역시립박물관_1178.jpg,An image of interactive displays at a science museum.,80.48,An image of a kindergarten classroom filled with playful decorations.,5.83,An image of a kindergarten classroom with children’s drawings on display.,4.75
박물관_인천광역시립박물관_1179.jpg,An image of a kindergarten classroom filled with playful decorations.,65.87,a photo of a colorful playroom with scattered toys,8.0,A photo of a kindergarten classroom with small desks and chairs.,4.53
박물관_인천어린이박물관_1216.jpg,A photo of a quaint bakery shopfront with colorful signage.,33.3,An image of a modern doorway leading outside.,27.16,A photo of a modern ticket booth with digital screens.,13.64
박물관_인천어린이박물관_1217.jpg,An image of a conference center with a grand entrance.,47.59,an image of a hotel reception area with staff,18.25,a photo of a wedding reception with elegant decor,9.09
박물관_인천어린이박물관_1218.jpg,An image of a modern pharmacy counter with digital displays.,23.96,A photo of a bright drugstore with various skincare items.,15.48,a photo of a hardware store displaying various hammers,13.65
